Age,Gender,Employment,Income,Repayment_History,Loan_Amount,Loan_Purpose,Existing_Debt,Loan_Tenure,Region,Loan_Status
29,1,0,7333.0,1.0,120.0,0,1495.8751522552031,360.0,0,0
28,1,0,7400.0,0.0,216.0,3,1048.2729309927456,360.0,2,0
32,1,0,2825.0,1.0,94.0,2,262.9016080668416,480.0,1,1
54,1,0,5316.0,1.0,136.0,1,521.2686189851976,360.0,2,1
53,0,0,5262.0,1.0,139.0,0,740.3162889507864,360.0,1,1
43,1,0,7686.0,0.0,152.0,1,1062.757477744951,360.0,0,0
44,0,1,7451.0,1.0,128.0,0,1263.9550265862595,360.0,1,1
57,1,0,5050.0,1.0,118.0,3,1437.8448823528383,360.0,1,1
55,1,0,14583.0,1.0,185.0,1,6470.918108247207,180.0,0,1
64,0,0,5450.0,1.0,154.0,0,881.5686295044602,360.0,1,1
60,1,0,3612.0,1.0,85.0,3,797.9400976157308,360.0,2,1
42,1,0,7710.0,1.0,175.0,1,2241.9968691244076,360.0,0,0
47,0,0,10408.0,1.0,259.0,1,5145.3445812961245,360.0,2,1
55,1,0,8334.0,1.0,180.0,0,1709.1598390684717,360.0,0,1
21,0,0,4166.0,1.0,44.0,0,1680.6688602890667,360.0,1,1
55,0,0,11117.0,0.0,137.0,0,1028.5907968758836,360.0,1,1
57,1,0,2957.0,1.0,81.0,3,1396.3097792659987,360.0,1,1
34,1,0,6314.0,1.0,194.0,0,303.3259748720842,360.0,0,1
23,0,0,3692.0,1.0,93.0,1,750.2002010729217,360.0,0,1
21,1,0,23803.0,1.0,370.0,1,3855.967712262576,360.0,0,1
25,1,0,5505.0,1.0,128.0,0,167.98259139155007,360.0,0,1
46,1,1,14363.0,0.0,160.0,0,3328.630133319464,180.0,2,0
34,1,0,8649.0,1.0,182.0,2,2237.150024115847,360.0,0,0
59,1,1,20166.0,1.0,650.0,1,8551.675586592586,480.0,2,1
47,1,0,3943.0,1.0,74.0,3,123.63632789034746,360.0,2,1
29,1,0,2718.0,1.0,70.0,2,1191.0874991145242,360.0,1,1
35,1,1,3459.0,1.0,25.0,0,1111.939762270851,120.0,1,1
35,1,0,4895.0,1.0,102.0,0,1722.9081657515019,360.0,1,1
46,1,0,11750.0,1.0,290.0,1,1821.2480070806077,360.0,1,0
62,0,0,4583.0,1.0,84.0,0,1431.6404525956098,360.0,0,0
33,1,1,6816.0,1.0,88.0,3,556.8655911544265,360.0,2,1
52,1,0,14999.0,0.0,242.0,1,6187.892432004237,360.0,1,0
59,1,0,5630.0,1.0,129.0,0,762.4243456096901,360.0,0,0
52,1,0,7125.0,1.0,185.0,1,86.28906737855392,360.0,0,0
24,1,0,5417.0,1.0,168.0,0,2249.827731031979,360.0,2,1
50,1,1,6950.0,1.0,175.0,0,1199.5427034624327,180.0,1,1
57,1,0,4732.0,1.0,122.0,0,1043.902771798608,360.0,1,1
43,1,0,11757.0,1.0,187.0,3,2132.47228379376,180.0,2,1
59,0,0,6816.0,1.0,100.0,3,1003.1442432705506,360.0,1,1
35,0,0,14866.0,1.0,70.0,1,1631.621732926766,360.0,2,1
63,1,0,2963.0,1.0,30.0,0,749.4268469379309,360.0,2,1
49,0,0,11666.0,1.0,225.0,0,3898.793873940154,360.0,0,0
56,1,0,5690.0,1.0,125.0,3,277.5981599865643,360.0,1,1
33,1,0,6277.0,0.0,118.0,0,1775.68992176505,360.0,0,0
52,1,1,6327.0,1.0,152.0,3,1269.645781823475,360.0,0,1
27,1,0,9166.0,1.0,244.0,0,2158.892969695751,360.0,2,0
42,1,0,2281.0,1.0,113.0,1,207.6931918260157,360.0,0,0
48,1,0,3254.0,1.0,50.0,0,788.7344033536132,360.0,2,1
22,1,0,39999.0,0.0,600.0,0,10248.896888810492,180.0,1,1
62,1,0,6000.0,1.0,160.0,2,2225.0608326859965,360.0,0,1
26,1,0,9538.0,1.0,187.0,3,3332.795873724353,360.0,2,1
48,1,0,5063.0,1.0,120.0,0,599.799564959501,360.0,0,1
48,1,0,10208.0,1.0,255.0,0,499.5999508226992,360.0,1,1
64,1,0,2904.0,1.0,98.0,2,600.8679572771304,360.0,1,1
64,1,0,7933.0,1.0,275.0,2,1672.6886564055924,360.0,2,0
40,1,0,4369.0,0.0,121.0,3,204.30060808307277,360.0,1,0
50,1,0,5614.0,1.0,158.0,2,1876.3423896260094,360.0,0,1
31,1,0,9323.0,1.0,75.0,1,3222.130689247404,180.0,2,1
48,1,0,6873.0,1.0,182.0,2,1266.2812779216997,360.0,0,1
45,0,0,4583.0,1.0,112.0,1,1884.9509516516007,360.0,0,0
59,1,0,5772.0,1.0,129.0,3,645.9224171198714,360.0,0,1
53,1,0,2237.0,0.0,63.0,3,911.6383781681483,480.0,1,0
21,1,0,8000.0,1.0,200.0,3,1992.363014044023,360.0,1,1
47,1,0,3589.0,1.0,95.0,3,61.129613923296176,360.0,0,1
33,1,0,51763.0,1.0,700.0,3,10488.428390288625,300.0,2,1
61,1,0,3522.0,1.0,81.0,1,876.0356782985873,180.0,0,0
23,1,0,11333.0,1.0,187.0,1,2055.458167978572,360.0,1,1
59,1,1,5080.0,1.0,87.0,3,231.48900183948072,360.0,1,0
26,1,0,5461.0,1.0,116.0,2,244.82241484779507,360.0,0,1
28,1,0,3664.0,1.0,101.0,0,269.6166881938953,360.0,0,1
47,1,0,16816.0,0.0,495.0,3,735.0025689168931,360.0,1,0
29,1,0,3750.0,1.0,116.0,2,1372.8460846107419,360.0,1,1
57,1,0,3784.0,0.0,102.0,0,292.4773155451038,480.0,2,0
53,1,0,13650.0,0.0,180.0,3,2025.913802743832,360.0,2,0
62,1,0,6979.0,1.0,67.0,3,473.51434843246403,360.0,0,0
64,1,0,4600.0,1.0,73.0,1,1318.5770698126214,180.0,1,1
44,1,0,33846.0,1.0,260.0,0,14183.2841378663,360.0,1,0
35,0,0,3625.0,1.0,108.0,0,732.9414715576065,360.0,1,1
52,1,1,43897.0,1.0,120.0,2,15089.433838967498,360.0,1,1
52,1,1,2178.0,0.0,66.0,1,459.5972688506985,300.0,0,0
44,1,0,4521.0,1.0,58.0,1,421.6377451727287,360.0,0,1
61,1,1,5970.0,1.0,168.0,1,323.0573587545553,360.0,0,1
32,1,0,9328.0,1.0,188.0,1,859.9059740466844,180.0,0,1
59,1,0,4885.0,1.0,48.0,0,220.64802621080722,360.0,0,1
22,1,0,12000.0,1.0,164.0,0,4625.915553212871,360.0,1,0
23,1,0,6033.0,1.0,160.0,3,205.87523620061725,360.0,2,0
57,1,0,3858.0,1.0,76.0,3,1614.7253730661437,360.0,1,1
37,1,0,4191.0,1.0,120.0,1,916.1387620666038,360.0,0,1
22,1,0,5708.0,1.0,170.0,1,1430.4901207686157,360.0,1,0
22,1,0,12083.0,1.0,187.0,1,3006.26666586442,360.0,0,1
48,0,0,4272.0,1.0,120.0,3,582.0208499920876,360.0,2,1
43,0,0,6232.0,1.0,113.0,2,1621.4160093746636,360.0,1,1
57,1,1,11000.0,1.0,83.0,2,2181.5715517862986,360.0,2,0
52,1,0,5100.0,1.0,90.0,3,1240.313017501523,360.0,1,1
53,1,0,4923.0,0.0,166.0,3,332.3056443723009,360.0,1,1
21,1,0,3992.0,1.0,128.0,3,965.5748640970959,180.0,2,0
39,1,0,4583.0,1.0,135.0,3,472.34463918634106,360.0,2,1
22,1,0,3917.0,1.0,124.0,3,1057.2820824916969,360.0,1,1
64,0,0,4408.0,1.0,120.0,3,357.0785868730525,360.0,1,1
46,0,0,3244.0,1.0,80.0,1,1364.9611090228905,360.0,2,1
52,1,0,6506.0,1.0,55.0,1,1682.2356005126826,360.0,0,1
26,1,0,2479.0,1.0,59.0,1,1184.0154096207523,360.0,2,1
52,1,0,3418.0,1.0,127.0,1,264.3346887694507,360.0,1,0
24,0,0,10000.0,1.0,214.0,3,3116.6627545249535,360.0,1,0
31,1,0,4680.0,0.0,128.0,2,813.316984421134,360.0,1,0
37,1,1,7787.0,1.0,240.0,0,1340.8580607142221,360.0,2,1
58,1,1,5703.0,1.0,130.0,3,1002.416769474225,360.0,0,1
44,1,0,6194.0,1.0,137.0,0,654.8969680376125,360.0,2,1
25,1,0,4833.0,1.0,100.0,2,1356.9816831512346,360.0,1,1
54,1,0,1950.0,1.0,135.0,1,44.87145437011159,360.0,0,0
26,1,0,5502.0,1.0,131.0,2,856.6164990303679,360.0,1,1
42,1,0,5000.0,0.0,72.0,3,189.83352592405524,360.0,1,0
31,0,0,6666.0,1.0,127.0,1,166.53448434508658,360.0,1,1
36,1,0,2221.0,0.0,60.0,3,2.597893289926757,360.0,2,0
53,1,0,5726.0,1.0,116.0,1,1939.7534236611048,360.0,1,1
29,1,0,5762.0,1.0,144.0,0,7.804547468480791,360.0,1,1
26,1,0,8588.0,1.0,175.0,0,390.62220364607936,360.0,1,1
36,1,0,6250.0,1.0,128.0,0,983.1142400294091,360.0,1,1
49,1,0,3250.0,1.0,170.0,2,1312.0741592022368,360.0,0,0
23,1,1,4735.0,1.0,138.0,3,2277.7688752965487,360.0,2,0
40,1,0,7945.0,1.0,210.0,2,2468.79237122455,360.0,1,1
56,1,0,4758.0,1.0,158.0,0,1642.8427929881789,480.0,1,1
39,1,1,6400.0,1.0,200.0,3,1668.1621357234221,360.0,0,1
46,1,0,4545.0,1.0,104.0,0,107.99134137434969,360.0,1,1
23,1,0,3716.0,1.0,42.0,2,1780.2813334013026,180.0,0,1
39,1,0,5787.0,1.0,120.0,2,1209.256704036389,360.0,0,1
40,0,0,8333.0,1.0,280.0,2,2662.182613995202,360.0,1,1
52,1,0,4934.0,1.0,140.0,0,1197.3790463375356,360.0,1,1
27,1,0,6760.0,1.0,170.0,3,1991.2841555011312,360.0,0,1
61,1,0,5746.0,1.0,255.0,3,1830.7663287351957,360.0,2,0
53,0,1,3463.0,1.0,122.0,0,1697.8687295116495,360.0,2,1
60,0,0,3812.0,1.0,112.0,3,1721.8114268842635,360.0,0,1
59,1,0,3315.0,1.0,96.0,0,1071.8471034366983,360.0,1,1
38,1,0,10819.0,1.0,120.0,3,2016.7932777339224,360.0,0,1
60,1,0,4493.0,1.0,140.0,1,64.75273735668105,180.0,2,0
21,1,0,8666.0,1.0,155.0,1,993.1526411954331,60.0,2,1
31,1,1,7550.0,1.0,108.0,2,138.01699284406305,360.0,0,1
48,1,0,7823.0,1.0,123.0,1,1001.8131781197926,360.0,1,1
45,1,1,10383.0,1.0,120.0,1,3023.0443361866505,180.0,2,0
43,1,0,9703.0,1.0,112.0,1,2696.4956298424772,360.0,2,1
51,1,0,6608.0,1.0,137.0,0,1563.4862301407256,180.0,2,1
50,1,0,4725.0,1.0,123.0,1,450.8238482245516,480.0,1,1
62,1,0,3677.0,1.0,90.0,1,109.01267251235708,360.0,2,1
55,1,0,5558.0,0.0,201.0,2,609.6737419962069,360.0,1,0
27,0,0,3427.0,1.0,138.0,1,330.01843411067773,360.0,2,0
36,1,1,4750.0,1.0,104.0,1,148.88673044086778,360.0,0,1
46,1,0,9762.0,1.0,279.0,3,561.1552187714469,180.0,1,1
22,1,1,16250.0,0.0,192.0,2,6462.1524334176665,360.0,2,0
21,0,0,3083.0,1.0,255.0,2,1148.5170009273197,360.0,0,1
32,1,0,6045.0,0.0,115.0,2,165.88270276897046,360.0,0,0
25,1,0,5250.0,1.0,94.0,2,1194.7521732199098,360.0,2,0
57,1,0,16783.0,1.0,304.0,2,3835.4534402264867,360.0,0,0
52,1,0,4931.0,1.0,128.0,2,1589.1297671179645,360.0,1,0
29,1,0,10333.0,1.0,330.0,0,1977.4839963730785,360.0,2,1
61,1,0,4269.0,1.0,134.0,1,375.638166941025,360.0,1,1
55,0,0,3481.0,1.0,155.0,2,975.8586561631162,36.0,1,0
39,0,0,7200.0,1.0,120.0,1,1731.822781838711,360.0,0,1
36,1,1,5166.0,1.0,128.0,1,2285.950754899635,360.0,1,1
23,1,0,7542.0,1.0,151.0,0,1085.717859069958,360.0,0,1
40,1,0,6095.0,1.0,150.0,2,1038.1897087551724,360.0,1,1
44,1,0,6144.0,0.0,160.0,3,876.3177267357296,360.0,2,1
53,0,0,3418.0,1.0,135.0,0,978.2790408717929,360.0,0,0
44,0,0,4436.0,1.0,90.0,3,1156.1188963784907,360.0,2,1
31,0,0,3237.0,1.0,30.0,1,871.4028121813046,360.0,2,1
28,1,0,11146.0,1.0,136.0,1,3687.4042907238577,360.0,2,1
56,1,0,4690.0,1.0,126.0,0,1045.1726938230927,360.0,0,1
58,1,0,4843.0,1.0,150.0,0,681.4202239411387,360.0,1,1
60,1,0,3900.0,1.0,90.0,3,832.2932604769856,360.0,1,1
40,1,0,4592.0,1.0,115.0,2,1205.414894560868,360.0,1,1
55,1,0,7267.0,1.0,207.0,3,833.5508967616867,360.0,1,1
45,1,0,4403.0,1.0,80.0,0,716.7043326680241,360.0,2,1
55,1,0,14583.0,1.0,436.0,3,7221.073686231568,360.0,1,1
45,0,0,4100.0,1.0,124.0,0,0.486923330563388,360.0,0,1
49,1,1,6479.0,0.0,158.0,3,375.8608512572281,360.0,2,0
38,1,0,4727.0,1.0,112.0,0,753.9130978573814,360.0,1,1
38,1,0,3286.7999878,1.0,78.0,0,1072.9446907937534,180.0,2,1
22,0,0,3477.0,1.0,54.0,0,63.41189855433502,360.0,2,1
55,1,0,20667.0,1.0,128.0,2,98.01772840008485,360.0,0,0
36,1,0,6211.0,1.0,89.0,3,83.18777700804394,360.0,0,1
61,0,1,4317.0,1.0,99.0,3,115.10643379770359,300.0,1,0
56,1,0,5704.0,1.0,120.0,3,69.62922397799512,360.0,0,1
53,0,0,4124.0,1.0,115.0,0,989.3090959781129,360.0,1,1
24,1,0,9508.0,1.0,187.0,3,2760.919763158716,360.0,0,1
53,1,0,5491.0,1.0,139.0,3,417.7187180185938,360.0,0,1
34,1,0,4400.0,0.0,127.0,0,876.2322447463982,360.0,1,0
41,1,0,4713.0,1.0,134.0,1,144.56400180316962,360.0,2,1
40,0,0,5417.0,0.0,143.0,0,911.0594012792811,480.0,2,0
28,1,0,5717.0,1.0,172.0,3,622.5816168325342,360.0,1,1
27,1,0,5666.0,1.0,110.0,0,1616.8561502636965,360.0,2,1
23,1,0,6875.0,1.0,200.0,1,11.503119522741079,360.0,1,1
37,0,0,4666.0,1.0,135.0,0,1090.2360183323435,360.0,2,1
53,0,0,7541.0,1.0,151.0,3,742.5071911372055,480.0,0,0
32,1,0,4939.0,1.0,113.0,1,858.7915744437447,360.0,2,0
42,1,0,4734.0,0.0,93.0,2,643.9979837108177,360.0,2,0
42,1,0,4625.0,1.0,105.0,3,846.8435183019113,360.0,1,1
50,0,0,5000.0,1.0,132.0,1,693.1641142419339,360.0,0,1
58,1,0,3428.0,1.0,96.0,1,739.6505204217466,360.0,2,1
58,1,0,6500.0,1.0,140.0,2,90.20135444064637,360.0,0,1
28,1,0,2000.0,1.0,128.0,0,109.46759867911516,360.0,2,0
47,0,0,5428.0,1.0,135.0,0,736.6562943564097,360.0,0,1
47,0,0,4263.0,0.0,104.0,3,149.3250687562276,360.0,2,0
54,1,0,20233.0,1.0,480.0,2,9675.579404359924,360.0,0,0
41,1,0,7667.0,1.0,185.0,0,3059.09206643666,360.0,0,1
50,0,0,2917.0,1.0,84.0,2,377.7261973612452,360.0,1,1
53,1,0,5332.0,1.0,111.0,0,861.3491141023446,360.0,1,1
48,0,0,2507.0,1.0,56.0,1,1231.3513006528824,360.0,0,1
53,1,1,5746.0,1.0,144.0,0,2540.303664171808,84.0,0,1
25,1,0,4316.0,1.0,159.0,2,742.8872790257778,360.0,0,0
39,1,0,5039.0,1.0,111.0,1,1535.8788822143722,180.0,2,1
24,1,0,3717.0,1.0,120.0,1,1838.4001548881276,360.0,1,1
55,1,0,4192.0,1.0,88.0,1,764.9100547575392,360.0,2,1
37,0,0,3541.0,1.0,112.0,2,115.05843798946387,360.0,1,1
64,1,1,10000.0,1.0,155.0,3,2007.9011821274373,360.0,0,0
48,1,0,4567.0,1.0,115.0,3,1005.3908823398946,360.0,1,1
50,1,0,4531.0,1.0,124.0,3,500.56572409269626,360.0,1,1
49,1,0,5191.0,1.0,128.0,2,1495.5718532099995,360.0,0,1
26,0,0,6151.0,1.0,132.0,1,190.49626030139856,360.0,0,1
55,1,0,15000.0,1.0,300.0,3,352.0901786085975,360.0,0,1
61,1,1,13649.0,0.0,376.0,2,1664.2646195915843,360.0,0,0
57,1,0,4917.0,0.0,130.0,3,90.30546816332959,360.0,0,1
44,1,1,7978.0,1.0,184.0,0,2784.6991950184943,360.0,1,1
49,0,0,6784.0,1.0,110.0,3,1789.974639937627,360.0,2,0
51,0,0,2500.0,1.0,67.0,3,1000.9621089123439,360.0,2,1
55,1,0,6177.0,1.0,117.0,1,1380.4732072075676,360.0,2,1
53,1,0,2935.0,1.0,98.0,2,317.4555038061423,360.0,1,1
41,1,0,2833.0,1.0,71.0,1,734.1158093971095,360.0,2,1
52,1,0,63337.0,1.0,490.0,1,18914.773962760253,180.0,2,1
43,1,1,11666.0,1.0,182.0,1,2581.3173739795084,180.0,2,1
53,1,1,9993.0,1.0,70.0,1,716.0321119186274,360.0,1,1
23,1,0,5938.0,1.0,160.0,1,1352.5258013261555,360.0,0,1
38,1,1,7100.0,1.0,176.0,3,613.9829260857832,360.0,0,1
45,0,0,1830.0,0.0,128.0,1,911.6472348631527,360.0,2,0
62,0,0,4160.0,1.0,71.0,1,1866.667187936104,360.0,1,1
51,1,0,4234.0,1.0,173.0,2,613.2844202633729,360.0,0,0
23,0,0,2378.0,1.0,46.0,0,740.6725483098561,360.0,0,0
60,1,0,5783.0,1.0,158.0,3,1702.9036425180043,360.0,2,1
44,1,0,3173.0,1.0,74.0,3,55.31357671096322,360.0,1,1
52,1,0,4913.0,1.0,125.0,3,1155.7910413457553,360.0,0,1
42,1,0,4957.0,1.0,160.0,1,1074.7284571141956,360.0,1,1
43,1,0,6753.0,0.0,152.0,1,805.7666402283854,360.0,0,0
22,1,0,5251.0,1.0,126.0,1,602.9881944129055,360.0,2,1
47,1,0,10916.0,1.0,259.0,2,864.3258604825213,360.0,1,1
62,1,0,8875.0,1.0,187.0,0,625.6383371836085,360.0,0,1
22,1,0,9083.0,1.0,228.0,1,201.5366174361948,360.0,1,1
46,1,0,12917.0,1.0,308.0,0,3728.346708393159,360.0,0,0
37,1,0,4749.0,1.0,95.0,2,47.21801710192058,360.0,0,1
60,0,1,5500.0,0.0,105.0,3,904.8912547671453,360.0,0,0
53,0,0,2928.0,1.0,130.0,1,1128.6206650984564,360.0,1,1
29,0,0,3813.0,1.0,116.0,0,1401.6829258489627,180.0,2,1
63,1,0,11500.0,1.0,165.0,0,1172.4154372462654,360.0,0,1
59,1,0,3875.0,1.0,67.0,1,489.50761954921484,360.0,2,0
49,1,0,4666.0,0.0,100.0,3,7.623209727038949,480.0,2,0
62,1,0,8334.0,1.0,200.0,3,1797.3778755773296,360.0,1,1
46,0,0,4723.0,1.0,81.0,3,115.20242812119825,360.0,1,0
55,1,0,8667.0,1.0,236.0,2,1331.5062985019051,360.0,1,1
45,1,0,7083.0,1.0,130.0,0,2285.039684906118,360.0,2,1
44,1,0,6046.0,1.0,95.0,0,164.9148376720348,300.0,2,1
33,1,1,6822.0,1.0,141.0,0,3051.071044532078,360.0,0,1
27,1,0,6216.0,1.0,133.0,2,3081.5053416308097,360.0,0,0
56,1,0,2500.0,1.0,96.0,0,76.89628279904382,480.0,1,0
40,1,0,5124.0,0.0,124.0,2,2262.005861530176,360.0,0,0
21,1,0,6325.0,1.0,175.0,3,1632.0999021529376,360.0,1,1
28,1,0,24996.0,1.0,570.0,1,8942.757842320781,360.0,0,0
36,0,1,15759.0,1.0,55.0,0,4501.707602855284,360.0,1,1
34,1,0,5185.0,1.0,155.0,0,1716.5253862012687,360.0,1,1
